TransID,Date,EmployeeID,ProjectID,CostCode,Hours,CountryID,BillRate,BilledAmt,SubAccount,Comments,Yr
1552362,2012-01-22,34,1,515,3,102,150,46.41049264739997,102-6036-10148,Infrastructure Maintenance,2012
1616258,2012-07-26,26,28,456,4.5,103,150,60.47471808239347,103-6035-10164,BI - Acceptance Testing,2012
1589252,2012-05-06,34,6,490,1.5,102,150,100.11416163025677,102-6022-10147,Application Development Support,2012
1631891,2012-09-16,34,29,495,2.5,103,150,73.4517006356613,103-6027-10217,App Dev - Project Management,2012
1566294,2012-03-06,16,6,495,2,102,450,73.52260207382491,102-6022-10147,App Dev - Project Management,2012
1599726,2012-05-31,17,31,490,3,104,150,78.12643959587939,104-6027-10140,Application Development Support,2012
1604141,2012-06-23,65,23,190,1.5,106,150,61.012439662449594,106-6020-10134,ERP - Production Support,2012
1551060,2012-01-15,44,1,490,0.5,102,300,67.36012666972942,102-6036-10148,Application Development Support,2012
1651670,2012-11-20,68,75,457,1,106,750,57.71096384184746,106-6050-10146,BI - SSIS Package Design,2012
1611028,2012-07-05,43,26,458,2.5,110,300,51.835004127437486,110-6020-10129,BI - Reporting Build Phase,2012
1613526,2012-07-18,12,45,430,3,102,900,86.67387213310819,102-6051-10172,Review mobility techniques for appit,2012
1617612,2012-08-02,24,33,457,1,102,150,53.627684152759066,102-6020-10139,BI - SSIS Package Design,2012
1647456,2012-10-29,14,65,457,5.5,107,150,83.2201210236049,107-6049-10186,BI - SSIS Package Design,2012
1580341,2012-04-19,16,15,456,4,102,450,105.84237114409737,102-6021-10141,"""Analysis Services GP video, Analysis Services database. Power Query""",2012
1618523,2012-08-07,67,28,215,4,103,300,62.03879735872415,103-6035-10164,Set up UAT for Gibson testing,2012
1641886,2012-10-09,18,35,400,1.5,107,300,63.56682091062805,107-6047-10202,AppDev-Genl Reqmt & Architect,2012
1592482,2012-05-23,34,4,410,1.5,104,150,58.539969499973786,104-6023-10169,Develop Technical Specifications,2012
1658738,2012-12-27,36,63,215,0.5,102,150,62.3148679719565,102-6026-10211,CRM - Build Phase,2012
1551243,2012-01-16,57,5,495,1,104,150,54.004075484937445,104-6020-10210,App Dev - Project Management,2012
1618316,2012-08-06,3,29,190,3,103,150,49.31710525434211,103-6027-10217,ERP - Production Support,2012
1641867,2012-10-09,53,43,190,3,106,600,68.29835129084358,106-6046-10134,ERP - Production Support,2012
1646505,2012-10-24,54,71,458,2.5,104,300,92.5311359879121,104-6048-10198,BI team sync up,2012
1588052,2012-04-30,2,1,400,2.5,102,150,75.50710834042013,102-6036-10148,AppDev-Genl Reqmt & Architect,2012
1579197,2012-04-13,32,6,458,2,102,300,65.78758649011527,102-6022-10147,BI - Reporting Build Phase,2012
1549192,2012-01-05,54,4,458,2,104,300,85.42793607729021,104-6023-10169,BI - Reporting Build Phase,2012
1601289,2012-06-08,47,11,495,0.5,106,300,52.0794980965631,106-6049-10134,App Dev - Project Management,2012
1588677,2012-05-03,51,27,458,4,107,300,72.58023112184799,107-6042-10161,BI - Reporting Build Phase,2012
1600649,2012-06-05,2,2,405,3.5,102,150,53.42215873491879,102-6037-10184,Requirements Definition,2012
1629544,2012-09-04,18,37,420,0.5,102,300,83.64623397832757,102-6043-10183,ChanGG Partners on the Revenue template - requested by PM due to duplicated values.,2012
1569753,2012-03-24,19,13,902,4,105,300,68.03322424056107,105-6032-10160,market research,2012
1656252,2012-12-14,18,45,430,3,102,300,74.27543578767543,102-6051-10172,AppDev-Defect Resolution,2012
1603377,2012-06-19,11,34,215,1.5,102,150,67.13699375446053,102-6029-10139,CRM - Build Phase,2012
1632062,2012-09-17,7,36,458,4.5,102,150,56.42530406038325,102-6044-10193,Set up UAT for Gibson testing,2012
1639181,2012-09-25,3,50,190,6.5,102,150,72.62625217302443,102-6028-10139,ERP - Production Support,2012
1590362,2012-05-12,9,15,410,6.5,102,150,61.364231167939835,102-6021-10141,Develop Technical Specifications,2012
1553096,2012-01-26,28,5,458,2.5,104,750,58.916280824237155,104-6020-10210,BI - Reporting Build Phase,2012
1609599,2012-06-28,25,34,190,5,102,150,63.2993707013767,102-6029-10139,Discuss BI architecture,2012
1619524,2012-08-12,63,40,457,2,107,150,82.8235033774981,107-6039-10162,"""Review UPS report data, document fields""",2012
1600707,2012-06-05,54,9,902,1.5,102,300,54.49231297376279,102-6025-10191,Client Follow up,2012
1557992,2012-02-08,8,5,452,1,104,300,61.12590506829867,104-6020-10210,BI - Configure Database,2012
1646430,2012-10-24,46,43,190,7,106,150,48.881444538554916,106-6046-10134,ERP - Production Support,2012
1603955,2012-06-22,23,20,215,1,104,300,65.46112967658823,104-6047-10210,Meeting with Kronos consultant. Accessing  to the Kronos test DB in .,2012
1657433,2012-12-20,26,75,456,0.5,106,150,70.84671752356469,106-6050-10146,BI - Acceptance Testing,2012
1657797,2012-12-22,57,68,425,5,107,150,68.672653343125,107-6041-10170,AppDev-Testing,2012
1638674,2012-09-22,5,66,458,2.5,105,150,50.70153438989765,105-6020-10178,Review prototype dashboard,2012
1579334,2012-04-14,1,12,190,1.5,102,600,67.01784594021554,102-6022-10143,ERP - Production Support,2012
1647624,2012-10-30,37,51,450,1,108,150,64.79219066733974,108-6040-10144,BI - Envisioning,2012
1578037,2012-04-07,26,7,456,2,107,150,65.07380259141534,107-6043-10186,BI - Acceptance Testing,2012
1628363,2012-08-29,53,37,190,0.5,102,600,67.01304874149851,102-6043-10183,Review PCI CSS for border,2012
1548969,2012-01-04,17,7,430,0.5,107,150,93.58504751796414,107-6043-10186,AppDev-Defect Resolution,2012
1590755,2012-05-14,2,20,435,7.5,104,150,70.74774142918048,104-6047-10210,AppDev-User Guide/Document,2012
1632791,2012-09-21,35,55,190,1,102,150,49.273051729783774,102-6034-10128,ERP - Production Support,2012
1640780,2012-10-03,14,25,457,6,107,150,62.653217728222636,107-6028-10170,BI - SSIS Package Design,2012
1589402,2012-05-07,9,7,435,0.5,107,150,55.456769597320154,107-6043-10186,AppDev-User Guide/Document,2012
1591113,2012-05-16,48,27,190,3,107,150,89.41957746371399,107-6042-10161,ERP - Production Support,2012
1651233,2012-11-18,1,52,190,3.5,106,600,86.68627319621123,106-6028-10177,SSIS ETL packaGG Partners and data warehouse design review meeting,2012
1640959,2012-10-04,37,45,453,6.5,102,150,57.3371388634237,102-6051-10172,BI - Budgeting Build Phase,2012
1655268,2012-12-09,65,67,190,3,102,150,52.876580421936254,102-6024-10192,ERP - Production Support,2012
1619304,2012-08-11,44,49,405,2,110,300,49.33594367075032,110-6022-10157,Write query for Escalated Case report,2012
1611747,2012-07-09,66,41,190,1.5,106,300,67.40388192760467,106-6035-10134,"""meeting with client Slayer to discuss how to gather fact table information from AX, SSIS Package design""",2012
1569359,2012-03-22,9,10,490,2.5,102,150,56.10056756867654,102-6020-10147,"""CAS-24127-M7Q8: Call with client to discuss voucher issues, update identity,update setting, test web service""",2012
1566457,2012-03-07,37,2,457,0.5,102,150,64.27838456853002,102-6037-10184,"""Forecast update, and forecast meeting with BI team. """,2012
1639770,2012-09-28,39,53,215,0.5,102,450,67.85081945824356,102-6032-10137,CRM - Build Phase,2012
1553783,2012-01-30,1,5,190,1,104,600,63.458602292501965,104-6020-10210,ERP - Production Support,2012
1659306,2012-12-30,53,82,190,3,102,600,94.8639272346479,102-6037-10200,ERP - Production Support,2012
1613185,2012-07-16,5,34,902,0.5,102,150,73.46308008542437,102-6029-10139,market research,2012
1603942,2012-06-22,25,23,190,1,106,150,53.34837048225046,106-6020-10134,ERP - Production Support,2012
1592716,2012-05-24,8,16,453,4.5,102,300,65.06413133159059,102-6031-10190,BI - Budgeting Build Phase,2012
1654545,2012-12-05,63,40,453,3.5,107,150,52.24244532081587,107-6039-10162,Review monthly and daily unbilled revenue in production,2012
1581499,2012-04-25,38,16,453,0.5,102,150,49.29974291191719,102-6031-10190,Dimensions mapping and definition review; validating transactions and accounts from AX and Payroll data,2012
1617365,2012-08-01,25,37,190,1.5,102,150,76.5062155230271,102-6043-10183,ERP - Production Support,2012
1627990,2012-08-27,6,53,190,3,102,150,71.28134071539793,102-6032-10137,ERP - Production Support,2012
1600048,2012-06-02,31,26,190,1,110,150,71.61349308163118,110-6020-10129,Lunch & learn on Excel M and power query,2012
1579140,2012-04-13,6,6,190,2.5,102,150,69.39043873485723,102-6022-10147,Forecast update. Forecast meeting with BI Team. Send status report to  and PM to update.,2012
1627481,2012-08-24,18,34,495,1.5,102,300,67.3465653339007,102-6029-10139,"""Explaining to PM Analysis Services interface, tables, login in to an empty Analysis Services db, ax environments.""",2012
1591760,2012-05-19,47,11,495,3,106,300,53.87547190960832,106-6049-10134,App Dev - Project Management,2012
1552679,2012-01-24,22,5,410,1,104,150,84.22642974267588,104-6020-10210,Develop Technical Specifications,2012
1651639,2012-11-20,12,67,410,2.5,102,900,51.69965636678251,102-6024-10192,Staging tables design and development,2012
1577425,2012-04-04,53,18,190,2.5,110,600,68.86322893959985,110-6034-10149,ERP - Production Support,2012
1553280,2012-01-27,69,6,458,4,102,300,61.05095161139224,102-6022-10147,BI - Reporting Build Phase,2012
1550668,2012-01-13,47,5,457,1,104,300,54.70509055787433,104-6020-10210,BI - SSIS Package Design,2012
1603441,2012-06-19,40,22,902,2,107,300,78.82981546670834,107-6034-10213,market research,2012
1618353,2012-08-06,46,38,435,1.5,103,150,62.57825801649676,103-6051-10201,BI team sync up,2012
1590985,2012-05-15,14,14,495,2,105,150,54.591016559095564,105-6039-10131,Created full project plan of Analysis Services implementation including GP and M2M sources. Sent to Elaine for revision.,2012
1650112,2012-11-12,35,60,415,5,102,150,74.92901535400189,102-6029-10152,AppDef-Object Model,2012
1568950,2012-03-20,8,14,456,2,105,300,53.10059955209478,105-6039-10131,BI - Acceptance Testing,2012
1640330,2012-10-01,17,42,190,1,110,150,55.18988527985145,110-6024-10166,ERP - Production Support,2012
1599534,2012-05-30,50,16,490,3.5,102,450,84.2613859485673,102-6031-10190,Application Development Support,2012
1653027,2012-11-27,10,64,458,2.5,110,300,55.41483526126544,110-6020-10165,BI - Reporting Build Phase,2012
1609806,2012-06-29,45,33,215,4,102,450,66.49569162967785,102-6020-10139,CRM - Build Phase,2012
1628433,2012-08-29,57,8,495,1.5,102,150,70.50295839131405,102-6023-10214,App Dev - Project Management,2012
1651640,2012-11-20,2,70,410,5.5,110,150,72.19438155888048,110-6022-10180,Develop Technical Specifications,2012
1631495,2012-09-14,10,45,458,3.5,102,300,96.11577852077977,102-6051-10172,BI - Reporting Build Phase,2012
1647440,2012-10-29,68,58,450,1,102,750,76.7599059677413,102-6036-10147,BI - Envisioning,2012
1551928,2012-01-20,17,6,190,1.5,102,150,96.59699451442815,102-6022-10147,ERP - Production Support,2012
1654331,2012-12-04,50,72,410,2.5,106,450,57.606561996315406,106-6026-10209,Develop Technical Specifications,2012
1590396,2012-05-12,14,9,457,3,102,150,65.3853220042017,102-6025-10191,BI - SSIS Package Design,2012
1648041,2012-11-01,15,55,495,0.5,102,450,58.885380823137936,102-6034-10128,App Dev - Project Management,2012
1581912,2012-04-27,44,6,515,0.5,102,300,71.16985611350704,102-6022-10147,"""Update query, modify demo""",2012
1618712,2012-08-08,66,47,190,5,104,300,58.55936964274629,104-6051-10132,ERP - Production Support,2012
1618549,2012-08-07,8,46,450,2.5,102,300,64.14295745233957,102-6023-10137,BI - Envisioning,2012
1580947,2012-04-22,68,20,495,1.5,104,750,59.17365874836768,104-6047-10210,App Dev - Project Management,2012
1652815,2012-11-26,38,63,452,2.5,102,150,67.22952117027248,102-6026-10211,K2 partner meeting,2012
1658598,2012-12-26,21,78,458,4,110,150,64.36399248149613,110-6047-10212,BI - Reporting Build Phase,2012
1581126,2012-04-23,54,23,458,1.5,106,300,79.5878164362501,106-6020-10134,BI - Reporting Build Phase,2012
1639032,2012-09-24,22,28,430,1.5,103,150,58.9891877835569,103-6035-10164,AppDev-Defect Resolution,2012
1567222,2012-03-11,38,7,456,3,107,150,66.39190166142083,107-6043-10186,BI - Acceptance Testing,2012
1647618,2012-10-30,34,32,430,5,107,150,94.38500706311581,107-6021-10186,AppDev-Defect Resolution,2012
1659354,2012-12-30,43,70,458,2,110,300,66.0617319245841,110-6022-10180,Review site template requirements and errors with developer,2012
1652223,2012-11-23,57,71,420,1.5,104,150,66.01193265978381,104-6048-10198,AppDev-Build,2012
1552658,2012-01-24,41,1,190,2,102,300,84.606710537085,102-6036-10148,ERP - Production Support,2012
1561966,2012-02-29,15,7,450,3,107,450,56.785543095253736,107-6043-10186,BI - Envisioning,2012
1628950,2012-09-01,48,45,190,0.5,102,150,61.01142145402207,102-6051-10172,Meet  on TMM Partners,2012
1577461,2012-04-04,38,6,453,1.5,102,150,69.35400925506566,102-6022-10147,BI - Budgeting Build Phase,2012
1641724,2012-10-08,58,61,452,2.5,104,300,66.34942742519068,104-6033-10140,BI - Configure Database,2012
1601836,2012-06-11,46,12,435,2,102,150,89.23433047351915,102-6022-10143,AppDev-User Guide/Document,2012
1588687,2012-05-03,42,14,902,1.5,105,300,68.0521425803884,105-6039-10131,Client Follow up,2012
1655839,2012-12-12,48,62,190,4,104,150,73.85590001209285,104-6035-10182,ERP - Production Support,2012
1646494,2012-10-24,27,54,458,2,102,300,65.72770376406768,102-6028-10190,Project site borders implementation,2012
1621457,2012-08-22,5,38,458,5.5,103,150,47.661584308663294,103-6051-10201,NPTO,2012
1629979,2012-09-06,63,31,495,1,104,150,70.68618457693154,104-6027-10140,App Dev - Project Management,2012
1632821,2012-09-21,57,53,430,4.5,102,150,70.5801004566408,102-6032-10137,AppDev-Defect Resolution,2012
1609863,2012-06-29,22,8,495,3,102,150,61.33659498737336,102-6023-10214,ChanGG Partners to the Analysis Services templates on double records when saving budget with  budget dimensions.,2012
1628184,2012-08-28,6,53,190,0.5,102,150,57.02955616836598,102-6032-10137,ERP - Production Support,2012
1600493,2012-06-04,42,11,458,2.5,106,300,68.15460247397209,106-6049-10134,BI - Reporting Build Phase,2012
1591572,2012-05-18,51,25,902,2,107,300,50.13891548243619,107-6028-10170,client meeting,2012
1553034,2012-01-26,33,2,190,2,102,600,65.89352599746832,102-6037-10184,ERP - Production Support,2012
1653917,2012-12-02,13,41,190,4.5,106,300,65.54810368904121,106-6035-10134,ERP - Production Support,2012
1558364,2012-02-10,8,5,452,1,104,300,64.01877911528715,104-6020-10210,BI - Configure Database,2012
1570114,2012-03-26,27,7,458,2,107,300,62.405735177723045,107-6043-10186,BI - Reporting Build Phase,2012
1651814,2012-11-21,66,64,190,0.5,110,300,60.9306806598657,110-6020-10165,ERP - Production Support,2012
1632424,2012-09-19,50,42,410,4.5,110,450,83.66076370670862,110-6024-10166,Develop Technical Specifications,2012
1553983,2012-01-31,46,4,400,1,104,150,71.8320367549451,104-6023-10169,Out of Office,2012
1647830,2012-10-31,63,62,452,3,104,150,52.438424602892084,104-6035-10182,BI - Configure Database,2012
1557055,2012-02-03,35,5,435,4,104,150,50.59190283348194,104-6020-10210,deploy ARAging to production,2012
1656467,2012-12-15,14,70,453,4.5,110,150,68.93715964675064,110-6022-10180,BI - Budgeting Build Phase,2012
1557792,2012-02-07,57,3,415,1.5,103,150,72.03075715263117,103-6020-10217,Created analysis document and sent to payroll manager in order to fix the issue of the duplicated employee entries coming from Kronos with salaries as zeros.,2012
1577615,2012-04-05,13,17,190,2.5,102,300,64.82135262684037,102-6022-10133,ERP - Production Support,2012
1620860,2012-08-19,14,34,456,2,102,150,51.72238070144284,102-6029-10139,BI - Acceptance Testing,2012
1621454,2012-08-22,63,40,457,5.5,107,150,76.23730385219608,107-6039-10162,NOOP,2012
1559662,2012-02-17,22,2,435,2.5,102,150,53.70527582042285,102-6037-10184,"""Investigate task roll up and associated reports, task schedulers for syncing project fields """,2012
1640354,2012-10-01,18,42,410,5,110,300,60.038448814725776,110-6024-10166,Develop Technical Specifications,2012
1550834,2012-01-14,22,3,420,1,103,150,72.65271810272444,103-6020-10217,AppDev-Build,2012
1641896,2012-10-09,44,12,415,2,102,300,75.64502147943753,102-6022-10143,SSIS/ETL setup review,2012
1599871,2012-06-01,57,11,425,1.5,106,150,55.83883431642266,106-6049-10134,AppDev-Testing,2012
1591129,2012-05-16,18,19,415,4.5,106,300,81.55358217243143,106-6049-10146,Environment access issues remediation; any connect client,2012
1650312,2012-11-13,68,60,450,3.5,102,750,56.76004780820842,102-6029-10152,Plan Development,2012
1648792,2012-11-05,58,54,457,6.5,102,300,78.01929408034167,102-6028-10190,BI - SSIS Package Design,2012
1558500,2012-02-11,31,1,190,1,102,150,75.83323533215923,102-6036-10148,"""Update templates, review workflow""",2012
1619883,2012-08-14,17,24,420,3.5,102,150,61.87928596103324,102-6041-10187,AppDev-Build,2012
1610062,2012-06-30,14,17,495,4,102,150,51.48340460723464,102-6022-10133,App Dev - Project Management,2012
1602073,2012-06-12,51,25,902,1.5,107,300,80.6924435250655,107-6028-10170,New Client Meeting,2012
1557420,2012-02-05,34,2,430,4,102,150,59.7391869148258,102-6037-10184,"""modify POC to add new Entity type, load data, generate report""",2012
1657073,2012-12-18,16,73,495,9.5,102,450,80.83718973068942,102-6042-10190,App Dev - Project Management,2012
1655540,2012-12-10,54,64,902,2.5,110,300,52.15038646697895,110-6020-10165,market research,2012
1557766,2012-02-07,53,4,190,2.5,104,600,51.98648444345848,104-6023-10169,ERP - Production Support,2012
1578591,2012-04-10,12,21,420,3,105,900,58.8873993273745,105-6044-10178,AppDev-Build,2012
1556645,2012-02-01,9,3,190,3,103,150,68.73544983966639,103-6020-10217,ERP - Production Support,2012
1549313,2012-01-06,25,4,190,1,104,150,50.03553366895285,104-6023-10169,"""Review ACME 2012.xls and sql queries, find differences between UPS Report and RTUI report, update ACME 2012.xls with findings""",2012
1654368,2012-12-04,27,70,458,2.5,110,300,66.27341648373371,110-6022-10180,BI - Reporting Build Phase,2012
1565503,2012-03-02,14,7,456,2,107,150,54.92075254804935,107-6043-10186,BI - Acceptance Testing,2012
1567984,2012-03-15,63,4,450,1.5,104,150,52.76896512209649,104-6023-10169,BI - Envisioning,2012
1657446,2012-12-20,10,79,458,0.5,106,300,57.19880193892548,106-6045-10134,Meeting prep and requirements planning review,2012
1600663,2012-06-05,44,20,430,3,104,300,92.65913118705797,104-6047-10210,USM data flow loading merge task development and modifications,2012
1616855,2012-07-29,14,43,495,3,106,150,49.13116269857883,106-6046-10134,App Dev - Project Management,2012
1648951,2012-11-06,22,54,405,3.5,102,150,48.1232223533406,102-6028-10190,Document escalated case workflows and proposed solution. Prototype solution.,2012
1557041,2012-02-03,46,2,405,1,102,150,65.77476473335733,102-6037-10184,Technical difficulties with internet and outlook,2012
1565452,2012-03-02,3,7,190,7.5,107,150,60.984381117001995,107-6043-10186,Review Appit examples,2012
1580358,2012-04-19,64,19,458,4.5,106,150,54.20083267725695,106-6049-10146,Support case communication and investigations with Microsoft team and follow ups,2012
1599506,2012-05-30,47,16,453,2,102,300,92.91545811039445,102-6031-10190,BI - Budgeting Build Phase,2012
1579934,2012-04-17,50,8,405,3,102,450,55.38290533738904,102-6023-10214,Requirements Definition,2012
1641714,2012-10-08,22,58,430,3.5,102,150,87.39101429568446,102-6036-10147,AppDev-Defect Resolution,2012
1551917,2012-01-20,3,3,190,2.5,103,150,54.164569423797104,103-6020-10217,ERP - Production Support,2012
1646839,2012-10-26,67,64,215,1,110,300,69.20731039294843,110-6020-10165,CRM - Build Phase,2012
1550102,2012-01-10,14,1,452,3.5,102,150,68.58664554188476,102-6036-10148,BI - Configure Database,2012
1612199,2012-07-11,46,10,490,1.5,102,150,65.86982274734088,102-6020-10147,Application Development Support,2012
1589210,2012-05-06,50,12,425,1.5,102,450,56.69378638696598,102-6022-10143,AppDev-Testing,2012
1658976,2012-12-28,5,70,458,2,110,150,53.41240135910504,110-6022-10180,BI - Reporting Build Phase,2012
1561623,2012-02-27,14,1,495,0.5,102,150,60.435492687291514,102-6036-10148,App Dev - Project Management,2012
1617774,2012-08-03,57,43,420,4.5,106,150,85.03400424398107,106-6046-10134,AppDev-Build,2012
1618971,2012-08-09,46,42,490,2,110,150,61.8028489155418,110-6024-10166,Application Development Support,2012
1609783,2012-06-29,48,22,190,3,107,150,80.78671541993897,107-6034-10213,Meeting with PMny Mabasa to discuss quantum view data and quantum view manage,2012
1558909,2012-02-13,35,3,420,1.5,103,150,60.58089562471912,103-6020-10217,AppDev-Build,2012
1561822,2012-02-28,44,7,495,1.5,107,300,59.463100157915115,107-6043-10186,App Dev - Project Management,2012
1552852,2012-01-25,48,3,190,0.5,103,150,79.42396041686528,103-6020-10217,Package merge and insert statements revisions and validations,2012
1651613,2012-11-20,12,46,190,1.5,102,900,66.60164102560198,102-6023-10137,ERP - Production Support,2012
1589431,2012-05-07,10,15,458,2,102,300,61.90110800049984,102-6021-10141,BI - Reporting Build Phase,2012
1581321,2012-04-24,12,7,490,5,107,900,55.949497880121214,107-6043-10186,"""Update dashboard prototype, document for presentation""",2012
1650534,2012-11-14,64,76,458,3.5,102,150,76.84834183104186,102-6047-10208,BI - Reporting Build Phase,2012
1649133,2012-11-07,25,71,190,2.5,104,150,52.002511574778865,104-6048-10198,Conference call with client to review financials and follow up review and discussion,2012
1611169,2012-07-06,61,42,215,1,110,600,67.17471690651733,110-6024-10166,SSIS Package Visual studio 2008 development data flow staging task functionality review,2012
1551982,2012-01-20,54,4,458,3,104,300,85.3839206558246,104-6023-10169,BI - Reporting Build Phase,2012
1619546,2012-08-12,5,35,902,1,107,150,65.2033945044274,107-6047-10202,New Client Meeting,2012
1655682,2012-12-11,34,51,435,2.5,108,150,60.15753777820568,108-6040-10144,Financial Reporting review,2012
1632018,2012-09-17,44,58,190,2.5,102,300,61.470396660984946,102-6036-10147,"""Update email templates, create new email templates""",2012
