TransID,Date,EmployeeID,ProjectID,CostCode,Hours,CountryID,BillRate,BilledAmt,SubAccount,Comments,Yr
1559486,2012-02-16,58,2,457,3.5,102,300,24.955238902695815,102-6037-10184,BI - SSIS Package Design,2012
1579183,2012-04-13,37,10,450,2.5,102,150,27.834437556971686,102-6020-10147,Summarize notes from meeting with GG Partners and distribute internally,2012
1600870,2012-06-06,24,14,450,2,105,150,91.93913486555066,105-6039-10131,BI - Envisioning,2012
1568783,2012-03-19,9,10,490,3.5,102,150,34.360209904424536,102-6020-10147,Application Development Support,2012
1580700,2012-04-21,2,5,415,1.5,104,150,21.692865545248843,104-6020-10210,AppDef-Object Model,2012
1591551,2012-05-18,55,13,458,1.5,105,150,50.23614856490441,105-6032-10160,Discuss UAT quality,2012
1559321,2012-02-15,34,7,495,0.5,107,150,26.72836197611769,107-6043-10186,App Dev - Project Management,2012
1579719,2012-04-16,3,15,190,1.5,102,150,44.66798836207133,102-6021-10141,ERP - Production Support,2012
1579716,2012-04-16,48,11,190,2,106,150,27.335045930403407,106-6049-10134,ERP - Production Support,2012
1639415,2012-09-26,16,44,450,3.5,105,450,69.92146246890935,105-6033-10142,Create walkthrough of PMR form and workflow,2012
1656615,2012-12-16,25,78,190,1.5,110,150,28.755703120476966,110-6047-10212,SSIS Package development; USM GL data loading and transformations,2012
1653185,2012-11-28,17,67,415,5,102,150,52.61646738397041,102-6024-10192,AppDef-Object Model,2012
1600433,2012-06-04,25,11,190,1,106,150,30.260808450345817,106-6049-10134,"""CAS-24197-K7B2: Review invoice issue, modify report, test""",2012
1628817,2012-08-31,19,42,458,3.5,110,300,78.33904711962535,110-6024-10166,BI - Reporting Build Phase,2012
1577809,2012-04-06,53,18,190,1.5,110,600,67.29555828869408,110-6034-10149,ERP - Production Support,2012
1652601,2012-11-25,18,69,405,3,107,300,62.87816900888291,107-6020-10202,"""CAS-24174-X3W6: Investigate issue where user recevies error when attempting to modify report category, update report owner, move report""",2012
1657036,2012-12-18,47,48,452,2,102,300,74.33595638624342,102-6045-10216,BI - Configure Database,2012
1654902,2012-12-07,30,79,215,2,106,300,33.88444055078547,106-6045-10134,Distribute testing instructions,2012
1640580,2012-10-02,37,42,456,5.5,110,150,27.869144033564794,110-6024-10166,BI - Acceptance Testing,2012
1628365,2012-08-29,1,39,190,1.5,107,600,15.50280092723969,107-6034-10161,ERP - Production Support,2012
1621077,2012-08-20,47,47,495,5.5,104,300,57.51615494057686,104-6051-10132,Personal,2012
1653538,2012-11-30,50,56,190,7.5,107,450,71.00092461693337,107-6041-10186,ERP - Production Support,2012
1577057,2012-04-02,44,9,420,2.5,102,300,83.7603680655011,102-6025-10191,AppDev-Build,2012
1639572,2012-09-27,6,56,190,3.5,107,150,54.13916061578449,107-6041-10186,Discuss UAT quality,2012
1631465,2012-09-14,12,47,415,3,104,900,44.47151343546073,104-6051-10132,Catch up on missed communication and items,2012
1654891,2012-12-07,1,77,190,4,107,600,21.437669346822922,107-6035-10161,Meeting with client to discuss data structure and interface,2012
1641895,2012-10-09,22,12,410,2,102,150,65.63436299758574,102-6022-10143,Develop Technical Specifications,2012
1601072,2012-06-07,21,21,458,1,105,150,38.14289382037879,105-6044-10178,BI - Reporting Build Phase,2012
1613367,2012-07-17,55,26,902,4,110,150,49.514145855569325,110-6020-10129,market research,2012
1589434,2012-05-07,20,23,458,1,106,150,50.93346901238729,106-6020-10134,Build new page for TMM Partners functional prototype,2012
1566813,2012-03-09,67,9,215,2.5,102,300,61.19191736785988,102-6025-10191,CRM - Build Phase,2012
1569170,2012-03-21,58,11,495,4.5,106,300,-4.734619405451056,106-6049-10134,App Dev - Project Management,2012
1612965,2012-07-15,10,26,458,2.5,110,300,50.967951189839745,110-6020-10129,BI - Reporting Build Phase,2012
1557798,2012-02-07,44,6,430,1.5,102,300,29.639089000560826,102-6022-10147,AppDev-Defect Resolution,2012
1657401,2012-12-20,45,81,215,2,107,450,56.34997222794536,107-6025-10202,CRM - Build Phase,2012
1613346,2012-07-17,15,44,453,0.5,105,450,46.203996949960896,105-6033-10142,BI - Budgeting Build Phase,2012
1642064,2012-10-10,1,51,190,1.5,108,600,65.00126274172628,108-6040-10144,Prep work for internal Excel training,2012
1611584,2012-07-08,63,13,453,5.5,105,150,73.32378630652697,105-6032-10160,SSIS package design communications,2012
1560594,2012-02-22,65,7,190,0.5,107,150,14.832351204824825,107-6043-10186,ERP - Production Support,2012
1648980,2012-11-06,15,67,457,1,102,450,42.71166708309171,102-6024-10192,BI - SSIS Package Design,2012
1589399,2012-05-07,35,6,425,1.5,102,150,25.221885773491998,102-6022-10147,AppDev-Testing,2012
1642262,2012-10-11,48,63,190,4,102,150,25.87575529252479,102-6026-10211,MS Training,2012
1627399,2012-08-24,33,34,190,3.5,102,600,62.57268913416843,102-6029-10139,ERP - Production Support,2012
1549176,2012-01-05,58,7,452,6,107,300,54.383631345806776,107-6043-10186,Update quality information on projects,2012
1646505,2012-10-24,54,71,458,2.5,104,300,92.96223875305434,104-6048-10198,BI team sync up,2012
1650317,2012-11-13,26,65,452,1.5,107,150,52.90972906340079,107-6049-10186,BI - Configure Database,2012
1656854,2012-12-17,68,57,457,6.5,110,750,63.21815430090399,110-6028-10204,BI - SSIS Package Design,2012
1588455,2012-05-02,15,5,452,1,104,450,52.517959750578164,104-6020-10210,BI - Configure Database,2012
1577994,2012-04-07,52,15,190,3.5,102,600,49.51683263220919,102-6021-10141,ERP - Production Support,2012
1641709,2012-10-08,17,24,420,1.5,102,150,17.541498138033695,102-6041-10187,AppDev-Build,2012
1591306,2012-05-17,25,27,190,1.5,107,150,27.489334782943658,107-6042-10161,ERP - Production Support,2012
1614085,2012-07-21,65,43,190,1.5,106,150,61.696713409200235,106-6046-10134,ERP - Production Support,2012
1548567,2012-01-02,34,1,190,2.5,102,150,40.42174032084216,102-6036-10148,Weekly Checkpoint,2012
1579354,2012-04-14,39,23,215,1.5,106,450,75.27004015632073,106-6020-10134,CRM - Build Phase,2012
1612771,2012-07-14,21,20,458,3.5,104,150,112.61400215127009,104-6047-10210,BI - Reporting Build Phase,2012
1613106,2012-07-16,31,36,190,1,102,150,30.083528211874068,102-6044-10193,ERP - Production Support,2012
1580329,2012-04-19,8,11,450,2,106,300,63.88636053629389,106-6049-10134,MS Envisioning Sessions,2012
1561960,2012-02-29,2,4,430,2.5,104,150,85.33497927958626,104-6023-10169,AppDev-Defect Resolution,2012
1614522,2012-07-23,24,33,457,4,102,150,58.13609938387687,102-6020-10139,BI - SSIS Package Design,2012
1552177,2012-01-21,20,4,902,3,104,150,17.260814443397628,104-6023-10169,client meeting,2012
1618774,2012-08-08,37,14,495,3.5,105,150,67.37101283924298,105-6039-10131,App Dev - Project Management,2012
1580729,2012-04-21,26,5,457,1.5,104,150,83.17787104953952,104-6020-10210,BI - SSIS Package Design,2012
1627837,2012-08-26,38,48,456,3.5,102,150,21.812214276059354,102-6045-10216,BI - Acceptance Testing,2012
1639010,2012-09-24,49,56,215,0.5,107,450,92.27291390326857,107-6041-10186,CRM - Build Phase,2012
1589833,2012-05-09,34,6,495,2,102,150,11.368881989677647,102-6022-10147,App Dev - Project Management,2012
1610224,2012-07-01,14,19,453,1.5,106,150,61.59877623885941,106-6049-10146,BI - Budgeting Build Phase,2012
1640353,2012-10-01,22,12,410,2,102,150,68.00760488045663,102-6022-10143,diagnose issue with reporting,2012
1549153,2012-01-05,57,1,420,2,102,150,41.7569821874254,102-6036-10148,AppDev-Build,2012
1603417,2012-06-19,8,26,456,1.5,110,300,65.77060433807333,110-6020-10129,BI - Acceptance Testing,2012
1655697,2012-12-11,15,76,453,1,102,450,65.42094165463207,102-6047-10208,BI - Budgeting Build Phase,2012
1657257,2012-12-19,24,67,495,0.5,102,150,43.794983465023414,102-6024-10192,Review chanGG Partners to be made,2012
1603245,2012-06-18,4,29,902,3.5,103,300,41.361766092534154,103-6027-10217,Client Follow up,2012
1602586,2012-06-15,53,31,190,1.5,104,600,47.39445990966496,104-6027-10140,ERP - Production Support,2012
1603222,2012-06-18,15,29,457,3.5,103,450,37.18074132390321,103-6027-10217,BI - SSIS Package Design,2012
1599858,2012-06-01,41,28,190,4.5,103,300,74.49636281054943,103-6035-10164,Organized tasks to finalized the Analysis Services implementation. Sent out email to team members.,2012
1591709,2012-05-19,35,16,420,2,102,150,39.414403379071686,102-6031-10190,Investigate workflow configuration settings,2012
1570673,2012-03-29,26,13,450,6.5,105,150,64.73649907338468,105-6032-10160,"""ReportServerTemptDB issue trouble shooting and monitoring, customer reporting name , deploy cube to Development for unit testing""",2012
1648592,2012-11-04,26,65,452,0.5,107,150,47.70074314373606,107-6049-10186,"""Tabular models,  Datazen security""",2012
1587879,2012-04-29,8,11,450,3,106,300,64.26661037871142,106-6049-10134,BI - Envisioning,2012
1560857,2012-02-23,68,7,495,0.5,107,750,30.052965134540532,107-6043-10186,App Dev - Project Management,2012
1553255,2012-01-27,58,6,450,4,102,300,29.33813648155057,102-6022-10147,"""CAS-25292-K2M6: Review triggers, plugins, stored procedures and workflows. Update email address to helpdesk@rtui.com""",2012
1570474,2012-03-28,22,4,430,2.5,104,150,68.59213516520936,104-6023-10169,Investigate multiple project sites provisioning and follow up communications,2012
1566067,2012-03-05,68,10,450,2,102,750,55.05011779493749,102-6020-10147,BI - Envisioning,2012
1641899,2012-10-09,13,24,420,4.5,102,300,29.35942705054405,102-6041-10187,"""ETL Fact packaGG Partners investigation and remediation, truncate and load staging tables, create staging tables on local dev, XML hard coded sources and destination reconfiguration """,2012
1648749,2012-11-05,30,42,215,2.5,110,300,35.013263385061215,110-6024-10166,Continuation of BH report in Analysis Services adding account in rows and filters by cost center. Optimization by doing ranGG Partners on the rows.,2012
1589407,2012-05-07,68,10,450,1,102,750,61.8225523703807,102-6020-10147,"""Create Analysis Services DataWarehouse, load data from NAV""",2012
1653024,2012-11-27,7,62,458,1.5,104,150,26.58248519797384,104-6035-10182,Create TMM Partners non functional prototype,2012
1579218,2012-04-13,35,16,495,1.5,102,150,48.27089039307364,102-6031-10190,App Dev - Project Management,2012
1549331,2012-01-06,39,5,215,4,104,450,31.64752463230733,104-6020-10210,CRM - Build Phase,2012
1550669,2012-01-13,7,1,458,3.5,102,150,38.208634462858456,102-6036-10148,BI - Reporting Build Phase,2012
1590146,2012-05-11,33,23,190,2.5,106,600,60.00527712314157,106-6020-10134,ERP - Production Support,2012
1549550,2012-01-07,63,3,453,2.5,103,150,56.673164859278586,103-6020-10217,BI - Budgeting Build Phase,2012
1613489,2012-07-18,13,17,190,2,102,300,42.54745731884452,102-6022-10133,"""Open item review, communication inquiries """,2012
1642061,2012-10-10,53,47,190,3,104,600,19.863720993701563,104-6051-10132,Training,2012
1550117,2012-01-10,26,4,457,0.5,104,150,41.79239191571974,104-6023-10169,BI - SSIS Package Design,2012
1565305,2012-03-01,47,5,453,2.5,104,300,26.811916731432184,104-6020-10210,BI - Budgeting Build Phase,2012
1612765,2012-07-14,8,31,456,4,104,300,30.602211610699403,104-6027-10140,BI - Acceptance Testing,2012
1559066,2012-02-14,53,4,190,1,104,600,18.27546727605852,104-6023-10169,ERP - Production Support,2012
1659549,2012-12-31,19,86,458,2,102,300,46.837016876351626,102-6020-10145,BI - Reporting Build Phase,2012
1549310,2012-01-06,3,4,190,2,104,150,27.98202043745452,104-6023-10169,Update fields for libraries in development for upload tool testing,2012
1643660,2012-10-18,7,52,458,2,106,150,67.04131231717392,106-6028-10177,BI - Reporting Build Phase,2012
1653228,2012-11-28,18,34,495,6.5,102,300,73.4473388158273,102-6029-10139,App Dev - Project Management,2012
1616214,2012-07-26,25,40,190,1.5,107,150,57.64151099359502,107-6039-10162,Update vendor onboarding form fields,2012
1581488,2012-04-25,44,7,435,4.5,107,300,17.86035508944233,107-6043-10186,AppDev-User Guide/Document,2012
1658541,2012-12-26,53,82,190,2.5,102,600,68.0670607987411,102-6037-10200,ERP - Production Support,2012
1621051,2012-08-20,63,40,457,2,107,150,54.87161294968606,107-6039-10162,BI - SSIS Package Design,2012
1599927,2012-06-01,42,12,902,3.5,102,300,57.624845090125916,102-6022-10143,Client Follow up,2012
1658538,2012-12-26,1,78,190,4.5,110,600,46.710700773397846,110-6047-10212,ERP - Production Support,2012
1552534,2012-01-23,40,4,458,4.5,104,300,59.54131184996493,104-6023-10169,Real Time DW,2012
1611398,2012-07-07,8,33,456,1.5,102,300,68.46909994252019,102-6020-10139,BI - Acceptance Testing,2012
1648605,2012-11-04,10,47,458,8.5,104,300,28.71324404381166,104-6051-10132,Crystal Reporting functionality review,2012
1570878,2012-03-30,8,10,457,2.5,102,300,53.818478249042805,102-6020-10147,Coordinate efforts to remediate ReportServerTempDB growth,2012
1649513,2012-11-09,59,43,215,7,106,150,81.48618755296461,106-6046-10134,CRM - Build Phase,2012
1650653,2012-11-15,22,18,190,1.5,110,150,63.28738924381536,110-6034-10149,ERP - Production Support,2012
1614677,2012-07-24,67,43,215,1.5,106,300,34.12844046556974,106-6046-10134,CRM - Build Phase,2012
1648764,2012-11-05,46,43,420,5.5,106,150,49.880594411125806,106-6046-10134,AppDev-Build,2012
1648600,2012-11-04,38,40,457,0.5,107,150,77.26835771395034,107-6039-10162,BI - SSIS Package Design,2012
1603397,2012-06-19,12,27,435,1.5,107,900,51.38874097216838,107-6042-10161,AppDev-User Guide/Document,2012
1569679,2012-03-24,65,16,190,1.5,102,150,59.56863869899297,102-6031-10190,ERP - Production Support,2012
1549574,2012-01-07,69,1,902,5.5,102,300,39.066045142266425,102-6036-10148,market research,2012
1548582,2012-01-02,3,6,190,1.5,102,150,63.91876705285068,102-6022-10147,ERP - Production Support,2012
1650326,2012-11-13,8,65,456,1,107,300,36.44393581592203,107-6049-10186,BI - Acceptance Testing,2012
1548612,2012-01-02,14,1,452,3.5,102,150,4.240482949559905,102-6036-10148,BI - Configure Database,2012
1550624,2012-01-13,25,7,190,0.5,107,150,53.20695431938849,107-6043-10186,ERP - Production Support,2012
1561616,2012-02-27,54,9,458,3,102,300,81.75564042558315,102-6025-10191,Prep for meeting with Dewald on PMR,2012
1617012,2012-07-30,14,26,452,2.5,110,150,34.771252392257054,110-6020-10129,"""Review duplicate detection error, create new rule, test for each company""",2012
1619848,2012-08-14,48,22,190,3,107,150,46.44304237077958,107-6034-10213,ERP - Production Support,2012
1553214,2012-01-27,31,1,190,2,102,150,16.976563917354838,102-6036-10148,Meeting with Calvin - Login Azure platform for the BI Team,2012
1639417,2012-09-26,68,58,450,3,102,750,68.9142072142661,102-6036-10147,BI - Envisioning,2012
1557582,2012-02-06,48,6,190,3.5,102,150,62.645432436471225,102-6022-10147,Add Equipment Resource Type to cube,2012
1631824,2012-09-16,41,45,190,4,102,300,56.098357802231355,102-6051-10172,Created report analysis for April to compare P&L and GL amounts extracted directly from M2M. Sent to .,2012
1580129,2012-04-18,12,8,425,3.5,102,900,41.62968282014033,102-6023-10214,"""ETL Package development, data transformations validations""",2012
1600910,2012-06-06,32,19,902,3,106,300,61.208743181498996,106-6049-10146,New Client Meeting,2012
1579528,2012-04-15,31,13,190,2,105,150,44.163796265145116,105-6032-10160,ERP - Production Support,2012
1612563,2012-07-13,68,11,453,2.5,106,750,43.80347438560562,106-6049-10134,BI - Budgeting Build Phase,2012
1653187,2012-11-28,44,22,425,1.5,107,300,86.76934845226988,107-6034-10213,AppDev-Testing,2012
1560827,2012-02-23,26,4,456,3,104,150,45.943919428486375,104-6023-10169,BI - Acceptance Testing,2012
1588278,2012-05-01,38,21,453,1.5,105,150,5.086938506142644,105-6044-10178,BI - Budgeting Build Phase,2012
1556855,2012-02-02,44,4,405,1,104,300,87.49275668660646,104-6023-10169,Requirements Definition,2012
1609792,2012-06-29,53,33,190,2.5,102,600,34.2055844185855,102-6020-10139,ERP - Production Support,2012
1654168,2012-12-03,26,34,457,1.5,102,150,31.565049015404508,102-6029-10139,BI - SSIS Package Design,2012
1642336,2012-10-11,43,46,902,1,102,300,45.472642894307995,102-6023-10137,client meeting,2012
1629589,2012-09-04,16,40,495,4.5,107,450,64.36798089380653,107-6039-10162,App Dev - Project Management,2012
1616586,2012-07-28,48,22,190,1.5,107,150,66.00053080742649,107-6034-10213,ERP - Production Support,2012
1600865,2012-06-06,12,22,435,1,107,900,58.063981689490085,107-6034-10213,AppDev-User Guide/Document,2012
1620698,2012-08-18,44,47,490,1.5,104,300,49.94218269131217,104-6051-10132,Application Development Support,2012
1613134,2012-07-16,44,39,435,1.5,107,300,37.430581692178144,107-6034-10161,AppDev-User Guide/Document,2012
1588852,2012-05-04,64,12,458,4,102,150,32.66007888650719,102-6022-10143,BI - Reporting Build Phase,2012
1611759,2012-07-09,17,24,405,6.5,102,150,16.398655131501727,102-6041-10187,"""GP Scripts, check sum, hash bytes, table creation remediation, stored procedure modifications, ensure scripts error free""",2012
1551565,2012-01-18,34,1,415,3,102,150,50.01014519451796,102-6036-10148,AppDef-Object Model,2012
1649380,2012-11-08,5,62,458,2.5,104,150,44.69527114053762,104-6035-10182,BI - Reporting Build Phase,2012
1628374,2012-08-29,48,45,190,2,102,150,38.81114233163298,102-6051-10172,ERP - Production Support,2012
1560205,2012-02-20,48,6,190,2,102,150,40.412793870609505,102-6022-10147,ERP - Production Support,2012
1561605,2012-02-27,26,8,457,3,102,150,36.70936131561413,102-6023-10214,BI - SSIS Package Design,2012
1581441,2012-04-25,41,7,190,3,107,300,47.750451260413755,107-6043-10186,ERP - Production Support,2012
1629717,2012-09-05,65,55,190,1,102,150,72.0556835955467,102-6034-10128,ERP - Production Support,2012
1648191,2012-11-02,22,17,425,6,102,150,45.41609787232021,102-6022-10133,AppDev-Testing,2012
1590957,2012-05-15,37,27,450,6.5,107,150,6.403220381162043,107-6042-10161,BI - Envisioning,2012
1576716,2012-03-31,35,11,490,2,106,150,85.03367979660828,106-6049-10134,Application Development Support,2012
1656663,2012-12-16,68,79,456,2.5,106,750,31.62350378908662,106-6045-10134,BI - Acceptance Testing,2012
1653030,2012-11-27,27,76,458,1.5,102,300,57.18577539168712,102-6047-10208,BI - Reporting Build Phase,2012
1640366,2012-10-01,26,49,450,2,110,150,24.2764162561014,110-6022-10157,BI - Envisioning,2012
1646864,2012-10-26,58,53,450,2.5,102,300,32.76610330261638,102-6032-10137,BI - Envisioning,2012
1557950,2012-02-08,17,6,190,1.5,102,150,70.50554296255308,102-6022-10147,ERP - Production Support,2012
1620645,2012-08-18,34,36,405,1,102,150,72.15875414229792,102-6044-10193,Requirements Definition,2012
1639594,2012-09-27,44,12,415,2.5,102,300,20.23070883663046,102-6022-10143,AppDef-Object Model,2012
1656229,2012-12-14,6,71,190,2.5,104,150,38.18366441163013,104-6048-10198,Datazen documentation,2012
1616984,2012-07-30,66,47,190,1.5,104,300,80.46243896532476,104-6051-10132,ERP - Production Support,2012
1603371,2012-06-19,33,33,190,2.5,102,600,49.391230423827494,102-6020-10139,CAS-24224-C5V4: Create solution for users to easily enter zone after creating sales reps. Warning when attempting to exit page without entering data,2012
1621222,2012-08-21,35,35,415,1,107,150,25.110629202177766,107-6047-10202,NPTO,2012
1568330,2012-03-17,65,8,190,2,102,150,26.436545181569198,102-6023-10214,ERP - Production Support,2012
1619927,2012-08-14,68,32,495,5,107,750,37.18608773606382,107-6021-10186,App Dev - Project Management,2012
1618757,2012-08-08,14,41,456,3,106,150,24.231004067283987,106-6035-10134,BI - Acceptance Testing,2012
1639639,2012-09-27,9,10,490,1,102,150,39.32347185015006,102-6020-10147,Application Development Support,2012
1641152,2012-10-05,38,54,453,6,102,150,56.145359795992704,102-6028-10190,BI - Budgeting Build Phase,2012
1650542,2012-11-14,14,64,495,2,110,150,25.504215967256467,110-6020-10165,App Dev - Project Management,2012
1610958,2012-07-05,1,23,190,4.5,106,600,42.122227645105184,106-6020-10134,ERP - Production Support,2012
1570269,2012-03-27,13,10,410,1.5,102,300,33.37452784679483,102-6020-10147,Document TMM Partners use cases,2012
1589450,2012-05-07,10,15,902,4,102,300,91.54560336136669,102-6021-10141,New Client Meeting,2012
1568379,2012-03-17,14,7,456,2,107,150,75.06977709513656,107-6043-10186,BI - Acceptance Testing,2012
1561620,2012-02-27,35,1,490,3.5,102,150,66.3094447287159,102-6036-10148,Study Microsoft dynamics sure step,2012
1643641,2012-10-18,8,66,452,1.5,105,300,25.62839780576195,105-6020-10178,Determine a dynamic content search web part query,2012
1578765,2012-04-11,6,16,190,5,102,150,83.0863596919979,102-6031-10190,ERP - Production Support,2012
1599690,2012-05-31,58,10,450,1,102,300,23.84105588245827,102-6020-10147,Power Query/M language lunch and Learn,2012
1656417,2012-12-15,9,67,190,2.5,102,150,49.09084733878172,102-6024-10192,ERP - Production Support,2012
1609659,2012-06-28,12,16,490,2,102,900,64.47929161115987,102-6031-10190,Application Development Support,2012
1639581,2012-09-27,49,56,215,6,107,450,71.55171802686053,107-6041-10186,"""Meeting with key business decision makers to review status report, workflows, and update pmr process""",2012
1551912,2012-01-20,31,1,190,3,102,150,58.52912460524723,102-6036-10148,ERP - Production Support,2012
1592893,2012-05-25,47,6,450,5.5,102,300,68.32280965335879,102-6022-10147,"""CAS-24900-W8T7: Investigate issue with date proof approved, update date proof approved and date proof sent""",2012
1610230,2012-07-01,8,13,457,0.5,105,300,56.818013245147505,105-6032-10160,BI - SSIS Package Design,2012
1654376,2012-12-04,68,62,495,5.5,104,750,51.06385245555239,104-6035-10182,"""Training. ChanGG Partners to templates with PM, fixing all dimensions flowing through Analysis Services (Funding Source, Fun Class, F.Code)  - Training at the museum. """,2012
1647820,2012-10-31,57,54,435,4.5,102,150,48.688733191927376,102-6028-10190,AppDev-User Guide/Document,2012
1654131,2012-12-03,39,68,215,2,107,450,43.21178023467654,107-6041-10170,CRM - Build Phase,2012
1549520,2012-01-07,44,3,405,1.5,103,300,40.40156354298492,103-6020-10217,Review monthly and daily unbilled revenue jobs in production during close,2012
1655919,2012-12-12,35,52,495,3,106,150,28.202586076441566,106-6028-10177,"""Review duplicate detection error, create new rule, test for each company""",2012
1579389,2012-04-14,37,5,456,1,104,150,29.439073270099993,104-6020-10210,Review forms and workflow tricks with Dewald and Elaine,2012
1592291,2012-05-22,46,2,415,0.5,102,150,55.36729131285749,102-6037-10184,AppDef-Object Model,2012
1654587,2012-12-05,7,73,902,1.5,102,150,53.97292025423771,102-6042-10190,Client Follow up,2012
1654162,2012-12-03,26,67,453,7.5,102,150,53.30375964992213,102-6024-10192,"""Meeting , Anuj, and Jeremiah to discuss CRM launch support""",2012
1579174,2012-04-13,50,4,425,4.5,104,450,57.50209212547549,104-6023-10169,AppDev-Testing,2012
1551968,2012-01-20,24,3,457,2.5,103,150,28.066685468496804,103-6020-10217,BI - SSIS Package Design,2012
1658766,2012-12-27,37,59,452,3.5,101,150,56.89644810529007,101-6028-10215,BI - Configure Database,2012
1582102,2012-04-28,19,12,902,4,102,300,37.81271337838952,102-6022-10143,Client Follow up,2012
1592881,2012-05-25,12,16,420,2,102,900,33.9451144296646,102-6031-10190,AppDev-Build,2012
1560818,2012-02-23,63,4,450,5,104,150,31.509025948485984,104-6023-10169,E-mails and follow ups,2012
